language_table	sid	zh_hits	ko_hits	zh	ko_new	notes
t_language.xml	647783	名		关押对方势力臣僚：%s名	상대 세력 신료 구류：%s명	merged_from_huax_draft
t_language.xml	647785	名		关押我方势力臣僚：%s名	아군 세력 신료 구류：%s명	merged_from_huax_draft
t_language.xml	653018	名		可用于制作高级药物。扶正固本，滋补强壮的名贵药材。其内含有多种丰富的营养成分，一般民众难以获取。	고급 약물 제작에 사용된다. 정기를 보하고 신체를 강건하게 하는 명귀한 약재다. 풍부한 영양 성분을 함유하고 있어 일반 백성은 구하기 어렵다.	merged_from_huax_draft
t_language.xml	653053	名		用于贵族的配给。以名贵装饰进行了点缀，用以彰显身份。	귀족 배급용. 명귀한 장식으로 꾸며져 신분을 드러내는 데 쓰인다.	merged_from_huax_draft
t_language.xml	653070	名		训练士卒需求。品质卓越的近战武器，由具有一定名望的将士根据习惯亲自督造。其象征着冲锋陷阵的无畏，与一马当先的胆识。	병사 훈련 수요. 품질이 탁월한 근접 무기로, 명망 있는 장수가 자신의 습관에 맞춰 직접 제작을 감독했다. 이는 돌격의 무모함과 앞장서는 담력을 상징한다.	merged_from_huax_draft
t_language.xml	653071	名		训练士卒需求。品质卓越的远程武器，由具有一定名望的神射手根据习惯亲自督造。其象征着百步穿杨的准度，与直达目标的决心。	병사 훈련 수요. 품질이 탁월한 원거리 무기로, 명망 있는 신궁이 자신의 습관에 맞춰 직접 제작을 감독했다. 이는 백보천양의 정확도와 목표를 향한 결의를 상징한다.	merged_from_huax_draft
t_language.xml	653073	名		训练士卒需求。久经沙场的战马，一般都有认名将为主。面对复杂多变的战场局势，甚至能于危难中帮主人做出判断。	병사 훈련 수요. 산전수전을 다 겪은 전마로, 대개 명장을 주인으로 섬긴다. 복잡다단한 전장 상황에서 위급할 때 주인을 대신해 판단을 내리기도 한다.	merged_from_huax_draft
t_language.xml	653079	名		神兽兵种士卒需求。象征着智慧坚韧的甲胄。其持有者往往坐镇于阵眼关键，统帅并支撑起整个军队的运作，是名副其实的军武之心。	신수 병종 병사 수요. 지혜와 인내를 상징하는 갑옷이다. 소유자는 대개 진형의 핵심에 자리 잡고 군대 전체의 운영을 통솔하며 지탱하는, 명실상부한 군무의 심장이다.	merged_from_huax_draft
t_language.xml	700243	名	이름	名可名，非常名	이름을 이름 지을 수 있으면 진정한 이름이 아니니라	merged_from_huax_draft
t_language.xml	700266		세가	大言炎炎，小言詹詹	큰 말은 기세가 당당하고, 작은 말은 수다스러우니라	merged_from_huax_draft
t_language.xml	700364	氏		和氏之璧，不饰以五采	화씨의 벽은 다섯 가지 색으로 꾸미지 않느니라	merged_from_huax_draft
t_language.xml	700374	名		务其职荣其名	그 직무에 힘쓰고 그 명예를 영화롭게 하라	merged_from_huax_draft
t_language.xml	700381		세가	势乱者不可治	기세가 어지러운 자는 다스릴 수 없느니라	merged_from_huax_draft
t_language.xml	700452		세가	兵无常势	군대에는 일정한 형세가 없느니라	merged_from_huax_draft
t_language.xml	700470		세가	浑浑沌沌，形圆而不可败	혼돈스러운 가운데 싸워도 형세가 원만하여 패하지 않느니라	merged_from_huax_draft
t_language.xml	700491	氏		《吕氏春秋》·土容论·上农	《여씨춘추》·토용론·상농	merged_from_huax_draft
t_language.xml	700549	名		《公孙龙子》·名实论	《공손룡자》·명실론	merged_from_huax_draft
t_language.xml	700579	名		审其名实	심기명실	merged_from_huax_draft
t_language.xml	700587	名		有形者必有名	유형자필유명	merged_from_huax_draft
t_language.xml	700624	名		有名者未必有形	유명자미필유형	merged_from_huax_draft
t_language.xml	715205	名		下个卯初（工作点名）	다음 묘초(업무 점호)	merged_from_huax_draft
t_language.xml	800044	氏名|氏|名	성명	氏名	성명	merged_from_huax_draft
t_language.xml	800108	名		名望	명망	merged_from_huax_draft
t_language.xml	800243	宗族	가문	宗族影响力	가문 영향력	merged_from_huax_draft; fine_term_fix
t_language.xml	800330	名	이름	理念名称：	이념 이름:	merged_from_huax_draft
t_language.xml	800405		성명	结识	통성명	merged_from_huax_draft
t_language.xml	800412	宗族	가문	宗族钱币	가문 엽전	merged_from_huax_draft; fine_term_fix; glossary_money_term_fix
t_language.xml	800413	宗族	가문	宗族收入	가문 수입	merged_from_huax_draft; fine_term_fix
t_language.xml	800414	宗族	가문	宗族支出	가문 지출	merged_from_huax_draft; fine_term_fix
t_language.xml	800415	宗族	가문	宗族持续时间	가문 지속 시간	merged_from_huax_draft; fine_term_fix
t_language.xml	800416	宗族	가문	宗族族长	가문 가주	merged_from_huax_draft; fine_term_fix
t_language.xml	800417	宗族	가문	宗族势力	가문 세력	merged_from_huax_draft; fine_term_fix
t_language.xml	800424	宗族	가문	宗族产业	가문 산업	merged_from_huax_draft; fine_term_fix
t_language.xml	800426	宗族	가문	宗族设施	가문 시설	merged_from_huax_draft; fine_term_fix
t_language.xml	800464	名		角色名望增减速度	인물 명망 증감 속도	merged_from_huax_draft; antigravity_modern_tone_merge
t_language.xml	800506	宗族	가문	宗族仓库	가문 창고	merged_from_huax_draft; fine_term_fix
t_language.xml	801036	宗族	가문	衡量了角色的身体能力\n\n包含基础属性： &lt;link=12_10029 &gt; &lt;color=#005AE1 &gt;{ref=103002} &lt;/color &gt; &lt;/link &gt;、 &lt;link=12_10030 &gt; &lt;color=#005AE1 &gt;{ref=103003} &lt;/color &gt; &lt;/link &gt;、 &lt;link=12_10031 &gt; &lt;color=#005AE1 &gt;{ref=103004} &lt;/color &gt; &lt;/link &gt;。每次升级可获得2点属性分配点数。\n\n经验来源：通过武器击败敌人、切磋、{ref=103029}相关的技艺行为、在宗族产业中负责农田、养殖、建造、{ref=114005}等相关工作。	인물의 신체 능력을 측정합니다.\n\n기초 능력치: &lt;link=12_10029 &gt; &lt;color=#005AE1 &gt;{ref=103002} &lt;/color &gt; &lt;/link &gt;, &lt;link=12_10030 &gt; &lt;color=#005AE1 &gt;{ref=103003} &lt;/color &gt; &lt;/link &gt;, &lt;link=12_10031 &gt; &lt;color=#005AE1 &gt;{ref=103004} &lt;/color &gt; &lt;/link &gt;를 포함합니다. 등급업마다 2점의 능력치 분배 포인트를 획득합니다.\n\n경험치 출처: 무기로 적 처치, 비무, {ref=103029} 관련 기예 행위, 가문 산업 내 농지, 양식, 건설, {ref=114005} 등 관련 업무 담당.	merged_from_huax_draft_normalized; fine_term_fix; antigravity_modern_tone_merge
t_language.xml	801037	宗族	가문	衡量了角色的灵气和法术掌控能力\n\n包含基础属性： &lt;link=12_10032 &gt; &lt;color=#005AE1 &gt;{ref=103010} &lt;/color &gt; &lt;/link &gt;、 &lt;link=12_10033 &gt; &lt;color=#005AE1 &gt;{ref=103012} &lt;/color &gt; &lt;/link &gt;、 &lt;link=12_10034 &gt; &lt;color=#005AE1 &gt;{ref=103011} &lt;/color &gt; &lt;/link &gt;。每次升级可获得2点属性分配点数。\n\n经验来源：使用法术击败敌人、论道、探索世界、采集资源、{ref=103030}相关的技艺行为、在宗族产业中负责采集、祭祀、运输等相关工作。	인물의 영기와 술법 제어 능력을 측정합니다.\n\n기초 능력치: &lt;link=12_10032 &gt; &lt;color=#005AE1 &gt;{ref=103010} &lt;/color &gt; &lt;/link &gt;, &lt;link=12_10033 &gt; &lt;color=#005AE1 &gt;{ref=103012} &lt;/color &gt; &lt;/link &gt;, &lt;link=12_10034 &gt; &lt;color=#005AE1 &gt;{ref=103011} &lt;/color &gt; &lt;/link &gt;를 포함합니다. 등급업마다 2점의 능력치 분배 포인트를 획득합니다.\n\n경험치 출처: 술법로 적 처치, 논도, 세계 탐색, 자원 채집, {ref=103030} 관련 기예 행위, 가문 산업 내 채집, 제사, 운송 등 관련 업무 담당.	merged_from_huax_draft_normalized; fine_term_fix; antigravity_modern_tone_merge
t_language.xml	801038	宗族	가문	衡量了角色的心智能力\n\n包含基础属性： &lt;link=12_10035 &gt; &lt;color=#005AE1 &gt;{ref=103008} &lt;/color &gt; &lt;/link &gt;、 &lt;link=12_10036 &gt; &lt;color=#005AE1 &gt;{ref=103006} &lt;/color &gt; &lt;/link &gt;、 &lt;link=12_10037 &gt; &lt;color=#005AE1 &gt;{ref=103007} &lt;/color &gt; &lt;/link &gt;。每次升级可获得2点属性分配点数。\n\n经验来源：通过快速战斗击败敌人、士卒兵种进阶、交易、邀约、{ref=114013}说服、{ref=103031}相关的技艺行为、在宗族产业中负责任务、士卒训练、外交、商贸相关的工作。	인물의 심지 능력을 가늠합니다\n\n기초 능력치 포함: &lt;link=12_10035 &gt; &lt;color=#005AE1 &gt;{ref=103008} &lt;/color &gt; &lt;/link &gt;、 &lt;link=12_10036 &gt; &lt;color=#005AE1 &gt;{ref=103006} &lt;/color &gt; &lt;/link &gt;、 &lt;link=12_10037 &gt; &lt;color=#005AE1 &gt;{ref=103007} &lt;/color &gt; &lt;/link &gt;. 매 승급 시 2점의 능력치 분배 포인트를 획득할 수 있습니다.\n\n경험치 출처: 쾌속 전투를 통한 적 처치, 병졸 병종 진급, 거래, 요약, {ref=114013}설득, {ref=103031}관련 기예 행위, 가문 산업 내 임무 담당, 병졸 훈련, 외교, 상무 관련 업무.	merged_from_huax_draft_normalized; fine_term_fix; antigravity_modern_tone_merge
t_language.xml	801053		성씨	姓来自于上古八大姓中的一支，会获得相应的图腾庇佑	성은 상고 팔대 성씨 중의 하나에서 유래하며, 그에 상응하는 토템의 가호를 받습니다	merged_from_huax_draft
t_language.xml	801054	氏|名		古之氏多来自于传承、出身、官职或者封地等，而名则是依人而定	옛날의 씨는 대부분 전승, 출신, 관직 또는 봉지 등에서 유래하며, 명은 사람에 따라 정해집니다	merged_from_huax_draft
t_language.xml	801059		성씨	姬姓，得黄龙庇佑。	희 성씨, 황룡의 가호를 받습니다.	merged_from_huax_draft
t_language.xml	801060		성씨	嬴姓，得白泽庇佑。	영 성씨, 백택의 가호를 받습니다.	merged_from_huax_draft
t_language.xml	801061		성씨	妫姓，得神鳌庇佑。	규 성씨, 신오의 가호를 받습니다.	merged_from_huax_draft
t_language.xml	801062		성씨	姜姓，得鲲鹏庇佑。	강 성씨, 곤붕의 가호를 받습니다.	merged_from_huax_draft
t_language.xml	801063		성씨	姒姓，得虬龙庇佑。	사 성씨, 규룡의 가호를 받습니다.	merged_from_huax_draft
t_language.xml	801064		성씨	妘姓，得赤螭庇佑。	운 성씨, 적치의 가호를 받습니다.	merged_from_huax_draft
t_language.xml	801065		성씨	子姓，得玄鸟庇佑。	자 성씨, 현조의 가호를 받습니다.	merged_from_huax_draft
t_language.xml	801066		성씨	芈姓，得九凤庇佑。	미 성씨, 구봉의 가호를 받습니다.	merged_from_huax_draft
t_language.xml	801067	名	이름	名扬天下，以德服人，是为{ref=115019}。\n\n与{ref=115019}英雄交互时：\n- 每次赠礼只接受1件礼物\n- 需要说服使其成为门客\n- 向其求学需要一定善名值\n- 在战斗中被{ref=115019}英雄击败，会被其关押至所属势力的监牢中	천하에 이름을 떨치고 덕으로 사람을 복종시키니, 바로 {ref=115019}입니다.\n\n{ref=115019} 영웅과 상호작용 시:\n- 매 선물 시 오직 1개의 선물만 받습니다\n- 설득을 통해 문객으로 삼아야 합니다\n- 배움을 청하려면 일정량의 선명치가 필요합니다\n- 전투에서 {ref=115019} 영웅에게 패배할 경우, 소속 세력의 감옥에 갇히게 됩니다	merged_from_huax_draft
t_language.xml	801070	名		行侠仗义，明辨是非，是为{ref=115022}。\n\n与{ref=115022}英雄交互时：\n- 不接受单件价值过高的礼物\n- 只接受好感度达到尊重者的招揽\n- 向其求学时，恶名值不可过高\n- 在战斗中被{ref=115022}英雄击败，会被其释放	협의를 행하고 시비곡직을 분명히 가리니, 바로 {ref=115022}입니다.\n\n{ref=115022} 영웅과 상호작용 시:\n- 단일 가치가 너무 높은 선물은 받지 않습니다\n- 호감도가 존중에 도달한 자의 초빙만 수락합니다\n- 배움을 청할 때, 악명치가 너무 높아서는 안 됩니다\n- 전투에서 {ref=115022} 영웅에게 패배할 경우, 석방됩니다	merged_from_huax_draft
t_language.xml	801078	名		在思想上推崇 &lt;link=13_10336 &gt; &lt;color=#005AE1 &gt;{ref=110007} &lt;/color &gt; &lt;/link &gt;学派，名实分论、清谈手弈	사상적으로 &lt;link=13_10336 &gt; &lt;color=#005AE1 &gt;{ref=110007} &lt;/color &gt; &lt;/link &gt; 학파를 숭상하며, 명실을 나누어 논하고 청담과 바둑을 즐깁니다	merged_from_huax_draft_normalized
t_language.xml	801101	宗族	가문	成为宗主后，便可以修订宗族旗帜。	종주가 된 후에는 가문의 깃발을 수정할 수 있습니다.	merged_from_huax_draft; fine_term_fix
t_language.xml	801118	名		名望代表在九州的知名度，由其经历、结交对象和诸国声誉所总和，名望高者可入仕。	명망은 구주에서의 인지도를 나타내며, 경력, 교제 대상, 여러 나라에서의 명성을 합산한 것입니다. 명망이 높은 자는 관직에 나갈 수 있습니다.	merged_from_huax_draft
t_language.xml	801128	宗族	가문	君者，治辨之主。\n\n{ref=102004}的宗族根据分封的领地获得税收，拥有领地的自治权。\n\n拥有多个领地后，可成为{ref=102003}。\n &lt;color=#005AE1 &gt; 君者，能群也 &lt;/color &gt;	군이란 다스리고 분별하는 주인입니다.\n\n{ref=102004}의 가문는 분봉받은 영지에 따라 세수를 얻고 영지의 자치권을 가집니다.\n\n여러 영지를 보유하면 {ref=102003}이 될 수 있습니다.\n &lt;color=#005AE1 &gt; 군이란 무리를 지을 수 있는 자이다 &lt;/color &gt;	merged_from_huax_draft_normalized; fine_term_fix; broad_josa_term_fix
t_language.xml	801129	名		卿者，国之重臣。\n\n{ref=102005}任一国重要官职，有推行政令之责。\n\n拥有足够名望与功绩后，可向王要求分封，成为{ref=102004}。\n &lt;color=#005AE1 &gt; 卿，诸侯之贵臣也 &lt;/color &gt;	경이란 나라의 중신입니다.\n\n{ref=102005}은 나라의 중요 관직을 맡아 정령을 추진할 책임을 가집니다.\n\n충분한 명망과 공적을 쌓은 후 왕에게 분봉을 요구하여 {ref=102004}이 될 수 있습니다.\n &lt;color=#005AE1 &gt; 경은 제후의 귀한 신하이다 &lt;/color &gt;	merged_from_huax_draft_normalized
t_language.xml	801132	名		国人，国中庶民。\n\n{ref=102008}居于县乡，受国家军队保护，亦有保家卫国之责。\n\n积累名望后，可向郡监申请入仕，成为{ref=102007}。\n &lt;color=#005AE1 &gt; 执干戈以卫社稷 &lt;/color &gt;	국인은 국가 안의 서민입니다.\n\n{ref=102008}은 현과 향에 거주하며 국가 군대의 보호를 받는 동시에 국가를 지킬 의무가 있습니다.\n\n명망을 쌓은 후 군감에게 신청하여 관직에 나아가 {ref=102007}이 될 수 있습니다.\n &lt;color=#005AE1 &gt; 방패와 창을 들고 사직을 지킨다 &lt;/color &gt;	merged_from_huax_draft_normalized
t_language.xml	801182	宗族	가문	展示为角色目前所效力的对象\n作为门客或族人效力于宗族，或作为官员效力于势力。	인물이 현재 섬기고 있는 대상을 표시합니다.\n문객이나 족인으로서 가문를 섬기거나, 관리로서 세력을 섬깁니다.	merged_from_huax_draft; fine_term_fix; broad_josa_term_fix; antigravity_modern_tone_merge
t_language.xml	801208	氏名|氏|名	성명	随机氏名	성명 무작위	merged_from_huax_draft
t_language.xml	801251	名		花费钱币修理一名或者全部小队英雄的装备	엽전을 소모하여 소대 영웅 한 명 또는 전체의 장비를 수리합니다.	merged_from_huax_draft; glossary_money_term_fix
t_language.xml	801274	名	이름	在九州之内小有名气	구주 내에서 조금 이름이 알려짐	merged_from_huax_draft
t_language.xml	801275	名	이름	在九州范围内都是知名人物，与大部分势力和英雄关系较好	구주 범위 내에서 이름난 인물이며, 대부분의 세력 및 영웅과 관계가 좋은 편임	merged_from_huax_draft
t_language.xml	801276	名	이름	无人不知，无人不晓，美名传九州	모르는 이가 없으며, 아름다운 이름이 구주에 널리 퍼짐	merged_from_huax_draft
t_language.xml	801326	名		{ref=110003}在穿着上往往会体现出不慕名利、不博人眼球，在衣着上体现为宽阔而飘逸。\n\n{ref=110003}理念有以下特点：\n战斗中擅长即时法术，拥有强大的法术杀伤力\n担任各类官员时，注重治下居民的幸福度。\n\n{ref=110003}学宫位于豫州	{ref=110003}은 옷차림에서 명예와 이익을 탐하지 않고 남의 눈길을 끌지 않음을 드러내며, 옷이 넓고 너풀거립니다.\n\n{ref=110003} 이념은 다음과 같은 특징이 있습니다:\n전투 중 즉시 시전 술법에 능하며, 강력한 술법 살상력을 보유합니다\n각종 관직을 맡을 때, 치하 주민들의 행복도를 중시합니다.\n\n{ref=110003} 학궁은 예주에 위치합니다	merged_from_huax_draft; fine_term_fix
t_language.xml	801330	宗族	가문	{ref=110007}衣着比较精致，且能言善辩，巧舌如簧。他们不在乎世俗目光，姿态特立独行。\n\n{ref=110007}理念有以下特点：\n能够对自身施加增益BUFF，保持自由灵动\n担任各类官员时，擅长说服俘虏，提高宗族和势力影响力，获得外交优势\n{ref=110007}学宫位于兖州	{ref=110007}은 옷차림이 비교적 정교하며, 말을 잘하고 논쟁에 능합니다. 세속의 시선에 개의치 않으며 자태가 독특합니다.\n\n{ref=110007} 이념은 다음과 같은 특징이 있습니다:\n자신에게 이로운 이로운 효과를 부여하여 자유롭고 영동함을 유지할 수 있습니다\n각종 관직을 맡을 때, 포로를 설득하고 가문와 세력의 영향력을 높여 외교적 우위를 점하는 데 능합니다\n{ref=110007} 학궁은 연주에 위치합니다	merged_from_huax_draft; fine_term_fix; broad_josa_term_fix; antigravity_modern_tone_merge
t_language.xml	801335	氏		于夷一族在蚩尤势力下，一直从事与先坦部队的防御重责。在蚩尤战败后，于夷回到沿海之地，随着岁月的增加，于夷氏人也渐渐想通了世道纷争，不再过多参与华夷之争。\n\n于夷战士无需持盾即可抵挡大部分伤害，擅长长兵\n\n活跃于幽州、青州、扬州	우이 일족은 치우 세력 아래에서 줄곧 선봉 부대의 방어 중책을 맡아왔습니다. 치우가 패배한 후 우이는 해안 지대로 돌아갔습니다. 세월이 흐르며 우이 씨 사람들도 점차 세상의 분쟁을 깨닫고 더 이상 화이의 다툼에 깊이 관여하지 않게 되었습니다.\n\n우이 전사는 방패 없이도 대부분의 피해를 막아낼 수 있으며, 장병기를 사용하는 데 능합니다\n\n유주, 청주, 양주에서 활발히 활동합니다	merged_from_huax_draft
t_language.xml	801340	氏族|氏		潞氏作为蚩尤的先遣兵，战力在蚩尤的一众拥趸中数一数二。在九黎战败后，潞氏继续回到狩猎为生的游猎生活。百年来，潞氏常年作为人类的雇佣兵，胜多输少，待价而沽，这反而遭到了反噬。各国在默契之下，纷纷开始围剿潞氏。\n\n潞氏战士擅长适用双锤\n\n潞氏族人在冀州聚居。	로씨는 치우의 선견 부대로서 전투력이 치우의 여러 추종자 중 첫손에 꼽혔습니다. 구리가 패배한 후 로씨는 다시 사냥으로 생계를 잇는 유랑 생활로 돌아갔습니다. 백 년 동안 로씨는 인간의 용병으로 활동하며 승리가 많고 패배가 적었으며, 값을 따져가며 고용되었는데 이것이 오히려 화근이 되었습니다. 각국은 묵계 하에 로씨를 토벌하기 시작했습니다.\n\n로씨 전사는 쌍추를 사용하는 데 능합니다\n\n로씨 족인들은 기주에 집단 거주합니다.	merged_from_huax_draft
t_language.xml	801352	宗族	가문	宗族拥有的钱币，宗主可自由支配。\n\n来源于封邑当地的食邑收入（每月），售卖资源，宗族存入等。	가문가 보유한 엽전으로, 종주가 자유롭게 처분할 수 있습니다.\n\n봉읍 현지의 식읍 수입(매월), 자원 판매, 가문 예치 등에서 유래합니다.	merged_from_huax_draft; fine_term_fix; broad_josa_term_fix; glossary_money_term_fix
t_language.xml	801353	宗族	가문	存放于封邑的各类食物，主要用于宗族成员的日常消耗。	봉읍에 보관된 각종 식량 자원으로, 주로 가문 구성원의 일상 소모에 사용됩니다.	merged_from_huax_draft; fine_term_fix
t_language.xml	801355	宗族	가문	存放于封邑的各类药材资源，用于维持宗族成员的{ref=103022}。	봉읍에 보관된 각종 약재 자원으로, 가문 구성원의 {ref=103022}을 유지하는 데 사용됩니다.	merged_from_huax_draft; fine_term_fix
t_language.xml	801359	宗族	가문	宗族在所属势力中的影响力评分，影响力越高，与势力主和其他宗族交涉时会更有优势。	가문가 소속 세력 내에서 가지는 영향력 점수로, 영향력이 높을수록 세력주 및 다른 가문와 교섭할 때 더 유리합니다.	merged_from_huax_draft; fine_term_fix; broad_josa_term_fix
t_language.xml	801360	宗族	가문	宗族对当前郡县官员的支持度，支持度越高，越不会产生与当地政策的对抗行为。	현재 군현 관리들에 대한 가문의 지지도로, 지지도가 높을수록 현지 정책에 대한 대항 행위가 발생하지 않습니다.	merged_from_huax_draft; fine_term_fix
t_language.xml	801361	宗族	가문	宗主的家族成员，包括宗族的伴侣、血亲和义结金兰。	종주의 가족 구성원으로, 가문의 반려, 혈친 및 의결금란을 포함합니다.	merged_from_huax_draft; fine_term_fix
t_language.xml	801363	宗族	가문	势力君主分配给宗族的食邑，根据封邑所在地的税收每月获得资源。食邑数量越高，获得的资源越多。	세력 군주가 가문에게 분배한 식읍으로, 봉읍 해당 지역의 세금에 따라 매월 자원을 획득합니다. 식읍 수량이 많을수록 획득하는 자원이 많아집니다.	merged_from_huax_draft; fine_term_fix; broad_josa_term_fix
t_language.xml	801364		세가	动则行气，气则行运。运势代表着当日的运气程度，每日的运势不同，每日丑时运势会自动刷新。运势有着多个阶段，分别是元吉、大吉、吉、往吉、有凶、凶。运势程度越高，能带来更多的便利性和机会。\n\n 运势会影响每日额外骰子可用机会（运势越旺，机会越多）。\n\n {ref=103012}会提升运势的效果。	움직이면 기가 흐르고, 기가 흐르면 운이 따릅니다. 운세는 당일의 운 좋은 정도를 나타내며, 매일의 운세가 다르고 매일 축시에 운세가 자동으로 갱신됩니다. 운세에는 여러 단계가 있으며, 각각 원길, 대길, 길, 왕길, 유흉, 흉입니다. 운세 정도가 높을수록 더 많은 편의성과 기회를 가져다줍니다.\n\n 운세는 매일 추가 주사위 사용 기회에 영향을 미칩니다(운세가 좋을수록 기회가 많아집니다).\n\n {ref=103012}은 운세의 효과를 높여줍니다.	merged_from_huax_draft
t_language.xml	801439	宗族|氏	가문|성씨	宗族之长。姓氏继承人。	가문의 수장. 성씨 계승자.	merged_from_huax_draft; fine_term_fix
t_language.xml	801441	宗族	가문	协助完成宗族所有日常工作的门客。	가문의 모든 일상 업무를 돕는 문객.	merged_from_huax_draft; fine_term_fix
t_language.xml	801442	宗族	가문	负责宗族祭祀的族人。	가문 제사를 담당하는 족인.	merged_from_huax_draft; fine_term_fix
t_language.xml	801443	宗族	가문	协助宗族祭祀的族人。	가문 제사를 돕는 족인.	merged_from_huax_draft; fine_term_fix
t_language.xml	801444	宗族	가문	负责宗族囚犯和{ref=102011}监看的门客。	가문 죄수와 {ref=102011} 감시를 담당하는 문객.	merged_from_huax_draft; fine_term_fix
t_language.xml	801446	宗族	가문	宗族中最为贤能的门客，为众门客表率。	가문에서 가장 현능한 문객으로, 모든 문객의 표상입니다.	merged_from_huax_draft; fine_term_fix
t_language.xml	801447	宗族	가문	宗族中才能最出众的门客。	가문에서 재능이 가장 뛰어난 문객.	merged_from_huax_draft; fine_term_fix
t_language.xml	801448	宗族	가문	宗族中才能仅次首席的门客。	가문에서 재능이 수석 다음인 문객.	merged_from_huax_draft; fine_term_fix
t_language.xml	801458	宗族	가문	宗族中没有特殊任职的族人。	가문 내에서 특별한 직책이 없는 족인.	merged_from_huax_draft; fine_term_fix
t_language.xml	801459	宗族	가문	宗族中没有特殊任职的门客。	가문 내에서 특별한 직책이 없는 문객.	merged_from_huax_draft; fine_term_fix
t_language.xml	801485	名		尝试花费钱币贿赂对方，清除此处势力下的犯罪值和罪名。	엽전을 사용해 상대를 매수하여, 해당 세력에서의 범죄 수치와 죄명을 말소하려 시도합니다.	merged_from_huax_draft
t_language.xml	801496	宗族		县乡的封邑区域，有着较为全面的功能。每个封邑中的宗族之主掌控着封邑。	현향의 봉읍 구역. 비교적 전반적인 기능을 갖추고 있습니다. 각 봉읍의 종주가 봉읍을 통제합니다.	merged_from_huax_draft
t_language.xml	801525	名		一国之君，拥有一国之君统社稷。名义上是国家全境的统治者，实则仅对自己势力的领土拥有实权。	일국의 군주로서 사직을 통치합니다. 명목상으로는 국가 전역의 통치자이나, 실제로는 자기 세력의 영토에 대해서만 실권을 가집니다.	merged_from_huax_draft
t_language.xml	801562	名	이름	江湖赫赫有名的豪杰侠客	강호에서 이름난 호걸 협객	merged_from_huax_draft
t_language.xml	801628	宗族	가문	将对方逐出宗族，从此断绝关系	상대를 가문에서 축출하고 관계를 끊습니다.	merged_from_huax_draft; fine_term_fix
t_language.xml	801644	宗族	가문	你所拥有的所有钱币、物品、产业的价值总和。包括背包、宗族仓库、购置的产业等。\n &lt;b &gt; &lt;i &gt; &lt;color=#DAA520 &gt;见而怜之，曰：“此奇货可居。” &lt;/color &gt; &lt;/i &gt; &lt;/b &gt;	"당신이 소유한 모든 엽전, 물품, 산업 가치의 총합입니다. 가방, 가문 창고, 구입한 산업 등을 포함합니다.\n &lt;b &gt; &lt;i &gt; &lt;color=#DAA520 &gt;보고는 이를 가련히 여겨 말하기를, ""이것은 기화가거(기이한 물건이라 쌓아둘 만하다)로다."" &lt;/color &gt; &lt;/i &gt; &lt;/b &gt;"	merged_from_huax_draft_normalized; fine_term_fix; glossary_money_term_fix
t_language.xml	801645	宗族	가문	你的宗族中包含的 &lt;link=13_11013 &gt; &lt;color=#005AE1 &gt;族人 &lt;/color &gt; &lt;/link &gt;和 &lt;link=13_11014 &gt; &lt;color=#005AE1 &gt;门客 &lt;/color &gt; &lt;/link &gt;数量，以及你统治势力内的 &lt;link=13_11015 &gt; &lt;color=#005AE1 &gt;臣僚 &lt;/color &gt; &lt;/link &gt;数量。\n &lt;color=#005AE1 &gt;虽楚有才，晋实用之。 &lt;/color &gt;	당신의 가문에 포함된 &lt;link=13_11013 &gt; &lt;color=#005AE1 &gt;족인 &lt;/color &gt; &lt;/link &gt;과 &lt;link=13_11014 &gt; &lt;color=#005AE1 &gt;문객 &lt;/color &gt; &lt;/link &gt; 수, 그리고 당신이 통치하는 세력 내의 &lt;link=13_11015 &gt; &lt;color=#005AE1 &gt;신료 &lt;/color &gt; &lt;/link &gt; 수입니다.\n &lt;color=#005AE1 &gt;비록 초나라에 인재가 있으나, 진나라가 실제로 그들을 등용하는구나. &lt;/color &gt;	merged_from_huax_draft_normalized; fine_term_fix
t_language.xml	801646	名	이름	声誉是各势力对你的认可程度，决定了势力掌控的大部分场景区域是否可通行。声誉也是登记入籍获得 &lt;link=13_10122 &gt; &lt;color=#005AE1 &gt;{ref=102008} &lt;/color &gt; &lt;/link &gt;身份的主要条件。\n包含以下等级：敌意、戒备、认可、尊重、崇敬。\n &lt;color=#005AE1 &gt;争名者于朝，争利者于市。 &lt;/color &gt;	명성은 각 세력이 당신을 인정하는 정도이며, 세력이 통제하는 대부분의 장면 구역 통행 가능 여부를 결정합니다. 명성은 또한 호적을 등록하여 &lt;link=13_10122 &gt; &lt;color=#005AE1 &gt;{ref=102008} &lt;/color &gt; &lt;/link &gt; 신분을 획득하기 위한 주요 조건입니다.\n다음 등급을 포함합니다: 적대, 경계, 인정, 존중, 숭경.\n &lt;color=#005AE1 &gt;이름을 다투는 자는 조정에서 다투고, 이익을 다투는 자는 저자거리에서 다툰다. &lt;/color &gt;	merged_from_huax_draft_normalized
